Time_abs/ps, Signal 1/nA, Signal 2/nA
  1909.450,    -3.434023,    -0.014598
  1909.500,    -3.176096,    -0.002451
  1909.550,    -2.859552,    -0.001843
  1909.600,    -2.393926,     0.001196
  1909.650,    -1.940957,     0.009341
  1909.700,    -1.467642,     0.001819
  1909.750,    -0.915791,     0.006812
  1909.800,    -0.358968,     0.024422
  1909.850,     0.251232,     0.045039
  1909.900,     0.873248,     0.029668
  1909.950,     1.280661,     0.022428
  1910.000,     1.612021,     0.010055
  1910.050,     1.751749,     0.014967
  1910.100,     1.590636,    -0.004839
  1910.150,     1.248560,    -0.019947
  1910.200,     0.776428,    -0.014103
  1910.250,     0.434655,    -0.009505
  1910.300,     0.066385,    -0.015017
  1910.350,    -0.178294,    -0.020744
  1910.400,    -0.197292,    -0.021883
  1910.450,    -0.303832,    -0.016598
  1910.500,    -0.262785,     0.002115
  1910.550,    -0.223228,    -0.013765
  1910.600,    -0.334204,    -0.039854
  1910.650,    -0.677510,    -0.000311
  1910.700,    -0.984135,     0.007709
  1910.750,    -1.476125,    -0.004422
  1910.800,    -2.010030,     0.012308
  1910.850,    -2.444264,     0.009416
  1910.900,    -2.729152,    -0.007587
  1910.950,    -2.764987,     0.016669
  1911.000,    -2.592710,     0.003300
  1911.050,    -2.238623,    -0.005512
  1911.100,    -1.634137,    -0.013018
  1911.150,    -0.891946,    -0.035457
  1911.200,    -0.268611,    -0.043693
  1911.250,     0.184081,    -0.020211
  1911.300,     0.537333,    -0.004151
  1911.350,     0.650907,    -0.014535
  1911.400,     0.655952,    -0.028090
  1911.450,     0.578911,    -0.014567
  1911.500,     0.506865,     0.004081
  1911.550,     0.361101,    -0.005903
  1911.600,     0.323983,    -0.010531
  1911.650,     0.434290,    -0.005792
  1911.700,     0.510301,    -0.009869
  1911.750,     0.702221,     0.034221
  1911.800,     0.763910,     0.022084
  1911.850,     0.902481,     0.008433
  1911.900,     0.880379,     0.018452
  1911.950,     0.666329,     0.057965
  1912.000,     0.460287,     0.025626
  1912.050,     0.341568,    -0.024260
  1912.100,     0.114147,    -0.012865
  1912.150,     0.021438,    -0.034507
  1912.200,     0.077511,    -0.010218
  1912.250,     0.254598,    -0.001959
  1912.300,     0.424123,    -0.027146
  1912.350,     0.707386,    -0.051512
  1912.400,     0.808591,    -0.033066
  1912.450,     0.880016,    -0.041597
  1912.500,     0.801165,    -0.035288
  1912.550,     0.550371,    -0.026741
  1912.600,     0.222932,     0.008537
  1912.650,    -0.183554,    -0.020978
  1912.700,    -0.689524,    -0.007596
  1912.750,    -0.968444,     0.016325
  1912.800,    -1.350275,     0.016161
  1912.850,    -1.487995,     0.029294
  1912.900,    -1.589490,     0.044099
  1912.950,    -1.625784,     0.044542
  1913.000,    -1.662571,     0.035141
  1913.050,    -1.580574,     0.044888
  1913.100,    -1.497027,     0.028561
  1913.150,    -1.547554,     0.007439
  1913.200,    -1.486561,     0.028495
  1913.250,    -1.485386,    -0.007073
  1913.300,    -1.407140,    -0.007667
  1913.350,    -1.305799,    -0.015929
  1913.400,    -1.083749,    -0.045023
  1913.450,    -0.637336,    -0.050230
  1913.500,    -0.172701,    -0.048549
  1913.550,     0.420359,    -0.005935
  1913.600,     1.012977,    -0.017957
  1913.650,     1.389133,     0.000001
  1913.700,     1.687100,     0.000785
  1913.750,     1.734199,    -0.025167
  1913.800,     1.581150,    -0.006758
  1913.850,     1.325514,     0.001355
  1913.900,     1.054633,     0.004117
  1913.950,     0.952476,     0.000717
  1914.000,     0.920118,     0.029101
  1914.050,     0.979442,     0.016806
  1914.100,     1.046018,     0.001173
  1914.150,     1.085081,     0.014628
  1914.200,     0.842100,     0.011981
  1914.250,     0.512014,     0.011403
